DateTimeUTC,StationID,Longitude,Latitude,StationName,ClimateID,Year,Month,Day,TimeUTC,TempC,TempFlag,DewPointTempC,DewPointTempFlag,RelHum,RelHumFlag,WindDir10sdeg,WindDirFlag,WindSpdkmh,WindSpdFlag,Visibilitykm,VisibilityFlag,StnPresskPa,StnPressFlag,Hmdx,HmdxFlag,WindChill,WindChillFlag,Weather,PrecipAmountmm,PrecipAmountFlag,Location
2022-08-07 16:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,8,7,16:00,20.9,,14.1,,65.0,,25.0,,19.0,,,,96.36,,,,,,,0.0,,Fortmc
2022-11-04 20:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,11,4,20:00,1.4,,-6.0,,58.0,,27.0,,13.0,,,,94.96,,,,,,,0.0,,Fortmc
2022-04-18 05:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,4,18,05:00,-2.5,,-8.4,,64.0,,33.0,,16.0,,,,97.87,,,,-8.0,,,0.0,,Fortmc
2022-03-19 05:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,3,19,05:00,-1.5,,-4.6,,79.0,,18.0,,6.0,,,,96.36,,,,-4.0,,,0.0,,Fortmc
2022-01-22 11:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,1,22,11:00,-18.4,,-21.2,,79.0,,4.0,,9.0,,,,97.28,,,,-25.0,,,0.0,,Fortmc
2022-08-27 17:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,8,27,17:00,19.0,,15.5,,80.0,,33.0,,10.0,,,,95.3,,,,,,,0.0,,Fortmc
2022-05-02 23:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,5,2,23:00,4.4,,-2.4,,61.0,,9.0,,18.0,,,,97.3,,,,,,,0.0,,Fortmc
2022-06-26 02:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,6,26,02:00,22.8,,8.6,,40.0,,3.0,,4.0,,,,97.5,,,,,,,0.0,,Fortmc
2022-01-29 02:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,1,29,02:00,-11.1,,-12.7,,89.0,,34.0,,8.0,,,,96.71,,,,-16.0,,,0.0,,Fortmc
2022-01-20 20:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,1,20,20:00,-12.3,,-14.3,,85.0,,7.0,,9.0,,,,95.0,,,,-18.0,,,0.0,,Fortmc
2022-01-11 08:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,1,11,08:00,-12.6,,-14.4,,86.0,,33.0,,13.0,,,,96.33,,,,-19.0,,,0.2,,Fortmc
2022-11-21 07:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,11,21,07:00,-5.6,,-7.1,,89.0,,13.0,,12.0,,,,97.21,,,,-11.0,,,0.0,,Fortmc
2022-07-29 13:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,7,29,13:00,17.0,,16.6,,97.0,,32.0,,8.0,,,,96.98,,,,,,,0.0,,Fortmc
2022-10-13 07:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,13,07:00,,,,,,,,,,,,,,,,,,,,,,Fortmc
2022-12-21 18:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,12,21,18:00,-32.0,,-35.6,,71.0,,27.0,,11.0,,,,100.22,,,,-42.0,,,0.0,,Fortmc
2022-03-09 21:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,3,9,21:00,-9.0,,-17.6,,50.0,,26.0,,19.0,,,,97.1,,,,-16.0,,,0.0,,Fortmc
2022-06-04 05:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,6,4,05:00,15.6,,-2.3,,29.0,,13.0,,18.0,,,,96.72,,,,,,,0.0,,Fortmc
2022-10-30 02:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,30,02:00,,,,,,,,,,,,,,,,,,,,,,Fortmc
2022-01-27 09:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,1,27,09:00,-17.2,,-19.0,,86.0,,18.0,,9.0,,,,98.28,,,,-23.0,,,0.0,,Fortmc
2022-09-24 00:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,9,24,00:00,16.8,,2.7,,39.0,,26.0,,13.0,,,,96.03,,,,,,,0.0,,Fortmc
2022-04-20 16:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,4,20,16:00,-1.8,,-9.8,,55.0,,31.0,,9.0,,,,97.09,,,,-5.0,,,0.0,,Fortmc
2022-01-30 10:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,1,30,10:00,-9.1,,-10.3,,91.0,,32.0,,10.0,,,,96.06,,,,-14.0,,,0.2,,Fortmc
2022-12-10 16:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,12,10,16:00,-19.8,,-22.1,,82.0,,30.0,,6.0,,,,96.83,,,,-25.0,,,0.0,,Fortmc
2022-08-30 16:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,8,30,16:00,18.6,,13.5,,72.0,,23.0,,7.0,,,,96.84,,,,,,,0.0,,Fortmc
2022-10-21 20:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,21,20:00,,,,,,,,,,,,,,,,,,,,,,Fortmc
2022-07-26 12:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,7,26,12:00,8.2,,5.9,,85.0,,26.0,,8.0,,,,97.11,,,,,,,0.0,,Fortmc
2022-12-29 03:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,12,29,03:00,-14.7,,-17.4,,79.0,,11.0,,5.0,,,,96.1,,,,-18.0,,,0.0,,Fortmc
2022-11-11 13:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,11,11,13:00,-20.8,,-23.0,,83.0,,14.0,,4.0,,,,97.88,,,,-24.0,,,0.0,,Fortmc
2022-05-06 18:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,5,6,18:00,6.3,,3.8,,84.0,,11.0,,18.0,,,,94.7,,,,,,,0.0,,Fortmc
2022-08-21 23:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,8,21,23:00,22.6,,9.1,,42.0,,31.0,,12.0,,,,97.6,,,,,,,0.0,,Fortmc
2022-04-10 18:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,4,10,18:00,-6.2,,-9.3,,78.0,,34.0,,26.0,,,,96.15,,,,-14.0,,,0.0,,Fortmc
2022-09-03 14:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,9,3,14:00,14.1,,10.1,,77.0,,10.0,,10.0,,,,96.52,,,,,,,0.0,,Fortmc
2022-10-08 02:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,8,02:00,15.1,,6.1,,55.0,,24.0,,17.0,,,,97.53,,,,,,,0.0,,Fortmc
2022-12-26 15:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,12,26,15:00,-20.3,,-23.3,,77.0,,12.0,,22.0,,,,96.57,,,,-31.0,,,0.0,,Fortmc
2022-10-03 14:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,3,14:00,-1.7,,-2.8,,92.0,,16.0,,4.0,,,,97.96,,,,-3.0,,,0.0,,Fortmc
2022-05-14 08:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,5,14,08:00,7.7,,-2.7,,48.0,,11.0,,8.0,,,,96.74,,,,,,,0.0,,Fortmc
2022-07-28 00:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,7,28,00:00,27.2,,11.3,,37.0,,9.0,,7.0,,,,97.22,,29.0,,,,,0.0,,Fortmc
2022-04-11 22:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,4,11,22:00,-8.7,,-14.1,,65.0,,36.0,,25.0,,,,97.33,,,,-17.0,,,0.0,,Fortmc
2022-10-30 10:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,30,10:00,,,,,,,,,,,,,,,,,,,,,,Fortmc
2022-12-14 16:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,12,14,16:00,-10.5,,-13.0,,82.0,,31.0,,14.0,,,,98.06,,,,-17.0,,,0.0,,Fortmc
2022-10-19 09:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,19,09:00,,,,,,,,,,,,,,,,,,,,,,Fortmc
2022-07-05 12:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,7,5,12:00,11.8,,7.6,,75.0,,11.0,,7.0,,,,97.5,,,,,,,0.0,,Fortmc
2022-04-20 07:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,4,20,07:00,-2.5,,-8.8,,62.0,,34.0,,10.0,,,,96.81,,,,-6.0,,,0.0,,Fortmc
2022-05-31 13:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,5,31,13:00,6.3,,-0.5,,62.0,,24.0,,6.0,,,,97.82,,,,,,,0.0,,Fortmc
2022-10-03 04:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,3,04:00,11.3,,-1.5,,41.0,,31.0,,10.0,,,,97.57,,,,,,,0.0,,Fortmc
2022-07-12 22:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,7,12,22:00,28.9,,13.9,,40.0,,4.0,,9.0,,,,96.3,,32.0,,,,,0.0,,Fortmc
2022-01-28 09:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,1,28,09:00,-10.3,,-13.2,,79.0,,12.0,,17.0,,,,97.57,,,,-18.0,,,0.0,,Fortmc
2022-06-15 00:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,6,15,00:00,15.7,,13.2,,85.0,,1.0,,11.0,,,,96.23,,,,,,,3.9,,Fortmc
2022-03-15 12:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,3,15,12:00,-19.7,,-21.9,,83.0,,7.0,,6.0,,,,96.17,,,,-25.0,,,0.0,,Fortmc
2022-08-28 07:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,8,28,07:00,15.8,,15.6,,99.0,,32.0,,13.0,,,,95.23,,,,,,,0.3,,Fortmc
2022-06-26 23:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,6,26,23:00,15.5,,11.3,,76.0,,36.0,,27.0,,,,97.56,,,,,,,0.0,,Fortmc
2022-04-13 12:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,4,13,12:00,-16.4,,-19.4,,78.0,,33.0,,15.0,,,,98.9,,,,-25.0,,,0.0,,Fortmc
2022-02-12 02:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,2,12,02:00,-18.3,,-22.0,,73.0,,14.0,,10.0,,,,98.29,,,,-25.0,,,0.0,,Fortmc
2022-07-14 02:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,7,14,02:00,21.9,,6.3,,36.0,,25.0,,20.0,,,,96.12,,,,,,,0.0,,Fortmc
2022-06-13 13:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,6,13,13:00,13.6,,5.7,,59.0,,16.0,,3.0,,,,96.11,,,,,,,0.0,,Fortmc
2022-06-05 09:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,6,5,09:00,9.9,,2.2,,59.0,,11.0,,9.0,,,,96.96,,,,,,,0.0,,Fortmc
2022-06-24 12:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,6,24,12:00,13.0,,4.5,,56.0,,33.0,,10.0,,,,97.47,,,,,,,0.0,,Fortmc
2022-05-25 06:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,5,25,06:00,7.7,,1.9,,67.0,,11.0,,10.0,,,,96.79,,,,,,,0.0,,Fortmc
2022-07-06 14:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,7,6,14:00,14.9,,11.2,,78.0,,25.0,,5.0,,,,97.45,,,,,,,0.0,,Fortmc
2022-10-03 07:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,3,07:00,10.0,,-0.7,,47.0,,34.0,,8.0,,,,97.71,,,,,,,0.6,,Fortmc
2022-01-07 04:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,1,7,04:00,-32.8,,-35.7,,75.0,,8.0,,11.0,,,,96.59,,,,-43.0,,,0.0,,Fortmc
2022-07-29 09:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,7,29,09:00,17.3,,16.5,,95.0,,35.0,,10.0,,,,96.82,,,,,,,0.0,,Fortmc
2022-04-04 13:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,4,4,13:00,0.1,,-4.7,,70.0,,19.0,,7.0,,,,94.77,,,,,,,0.0,,Fortmc
2022-06-10 14:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,6,10,14:00,15.9,,10.4,,70.0,,12.0,,16.0,,,,95.92,,,,,,,0.0,,Fortmc
2022-11-12 12:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,11,12,12:00,-9.7,,-11.5,,87.0,,11.0,,11.0,,,,97.23,,,,-15.0,,,0.6,,Fortmc
2022-09-21 23:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,9,21,23:00,20.2,,2.9,,32.0,,21.0,,16.0,,,,97.29,,,,,,,0.0,,Fortmc
2022-06-09 01:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,6,9,01:00,22.7,,5.0,,32.0,,12.0,,14.0,,,,96.59,,,,,,,0.0,,Fortmc
2022-05-08 23:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,5,8,23:00,5.9,,0.6,,69.0,,24.0,,27.0,,,,94.6,,,,,,,0.0,,Fortmc
2022-02-07 14:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,2,7,14:00,3.3,,-3.3,,62.0,,24.0,,15.0,,,,95.34,,,,,,,0.0,,Fortmc
2022-03-09 20:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,3,9,20:00,-10.7,,-18.9,,51.0,,26.0,,15.0,,,,97.3,,,,-18.0,,,0.0,,Fortmc
2022-12-31 20:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,12,31,20:00,-9.9,,-11.6,,88.0,,8.0,,5.0,,,,95.83,,,,-13.0,,,0.0,,Fortmc
2022-12-16 06:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,12,16,06:00,-10.0,,-11.3,,91.0,,12.0,,4.0,,,,98.13,,,,-12.0,,,0.0,,Fortmc
2022-06-05 23:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,6,5,23:00,21.3,,1.4,,27.0,,10.0,,20.0,,,,96.92,,,,,,,0.0,,Fortmc
2022-10-25 22:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,25,22:00,,,,,,,,,,,,,,,,,,,,,,Fortmc
2022-07-20 12:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,7,20,12:00,12.8,,11.4,,91.0,,24.0,,13.0,,,,96.31,,,,,,,0.0,,Fortmc
2022-02-11 21:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,2,11,21:00,-15.7,,-21.5,,61.0,,29.0,,13.0,,,,98.67,,,,-23.0,,,0.0,,Fortmc
2022-10-11 04:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,11,04:00,7.6,,4.4,,80.0,,28.0,,20.0,,,,95.36,,,,,,,0.0,,Fortmc
2022-07-18 09:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,7,18,09:00,16.6,,11.7,,73.0,,21.0,,12.0,,,,96.31,,,,,,,0.0,,Fortmc
2022-03-19 12:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,3,19,12:00,-10.0,,-10.9,,93.0,,12.0,,6.0,,,,96.44,,,,-14.0,,,0.0,,Fortmc
2022-10-27 11:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,27,11:00,,,,,,,,,,,,,,,,,,,,,,Fortmc
2022-01-27 04:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,1,27,04:00,-10.5,,-13.3,,80.0,,33.0,,14.0,,,,98.14,,,,-17.0,,,0.0,,Fortmc
2022-08-12 03:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,8,12,03:00,14.6,,10.0,,74.0,,35.0,,16.0,,,,97.38,,,,,,,0.0,,Fortmc
2022-05-11 09:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,5,11,09:00,0.5,,-4.9,,67.0,,13.0,,5.0,,,,97.01,,,,,,,0.0,,Fortmc
2022-12-01 17:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,12,1,17:00,-27.5,,-31.1,,71.0,,11.0,,8.0,,,,97.19,,,,-35.0,,,0.0,,Fortmc
2022-03-16 21:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,3,16,21:00,-0.8,,-4.4,,76.0,,31.0,,6.0,,,,96.5,,,,-3.0,,,0.0,,Fortmc
2022-10-07 06:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,7,06:00,9.1,,4.5,,73.0,,23.0,,15.0,,,,98.0,,,,,,,0.0,,Fortmc
2022-04-21 15:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,4,21,15:00,0.8,,-9.6,,45.0,,8.0,,5.0,,,,96.99,,,,,,,0.0,,Fortmc
2022-10-09 06:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,9,06:00,10.1,,6.1,,76.0,,26.0,,7.0,,,,97.43,,,,,,,0.4,,Fortmc
2022-05-14 00:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,5,14,00:00,18.4,,-0.6,,28.0,,14.0,,22.0,,,,96.67,,,,,,,0.0,,Fortmc
2022-10-21 00:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,10,21,00:00,,,,,,,,,,,,,,,,,,,,,,Fortmc
2022-09-26 01:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,9,26,01:00,15.0,,7.2,,59.0,,21.0,,5.0,,,,97.18,,,,,,,0.0,,Fortmc
2022-01-14 22:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,1,14,22:00,-0.6,,-4.3,,76.0,,22.0,,26.0,,,,97.12,,,,-7.0,,,0.0,,Fortmc
2022-04-04 00:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,4,4,00:00,10.8,,-6.9,,28.0,,16.0,,16.0,,,,95.76,,,,,,,0.0,,Fortmc
2022-11-27 23:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,11,27,23:00,-7.8,,-10.1,,84.0,,34.0,,24.0,,,,96.01,,,,-16.0,,,0.0,,Fortmc
2022-04-26 17:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,4,26,17:00,6.9,,-5.9,,40.0,,13.0,,21.0,,,,96.99,,,,,,,0.0,,Fortmc
2022-01-27 19:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,1,27,19:00,-10.0,,-12.7,,80.0,,8.0,,9.0,,,,97.86,,,,-15.0,,,0.0,,Fortmc
2022-03-09 01:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,3,9,01:00,-14.1,,-16.9,,80.0,,34.0,,12.0,,,,98.58,,,,-21.0,,,0.0,,Fortmc
2022-09-24 18:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,9,24,18:00,15.4,,2.5,,42.0,,29.0,,30.0,,,,96.67,,,,,,,0.0,,Fortmc
2022-07-24 23:25:00+00:00,0,-111.21,56.65,FORT MCMURRAY CS,3062696,2022,7,24,23:00,21.7,,9.2,,45.0,,29.0,,10.0,,,,96.89,,,,,,,0.0,,Fortmc
